node_id,layer,velocity_ms,altitude_km,doppler_hz,rssi_dbm,velocity_deviation,gps_distance_km,timestamp_delta_ms,traffic_encoded,layer_encoded,is_spoofed
MEO_01,MEO,3896.93,8000,-5243.55,-93.31,3.07,31.1444,0,2,2,1
MEO_01,MEO,3892.65,8000,270.18,-97.05,7.35,31.7847,1011,0,2,0
HAPS_01,HAPS,19.21,20,-413.17,-67.56,4.21,23.5447,0,2,0,1
MEO_01,MEO,3896.55,8000,-7808.79,-94.54,3.45,57.8698,1034,0,2,0
GEO_01,GEO,3096.6,35786,870.46,-106.54,3.4,47.0464,1037,0,3,0
GEO_01,GEO,3097.87,35786,-871.91,-103.79,2.13,25.7235,1004,0,3,0
LEO_01,LEO,7810.24,550,-4154.32,-88.81,10.24,6677.5885,1049,2,1,1
GEO_01,GEO,3091.14,35786,-72.15,-103.77,8.86,38.403,956,0,3,0
MEO_01,MEO,3890.12,8000,7848.0,-92.43,9.88,49.9535,1045,0,2,0
HAPS_01,HAPS,9.29,20,-114.08,-67.33,5.71,30.2278,980,0,0,0
GEO_01,GEO,3098.74,35786,864.48,-107.5,1.26,46.8194,1015,0,3,0
GEO_01,GEO,3100.15,35786,277.12,-107.16,0.15,50.8282,974,0,3,0
LEO_01,LEO,7806.07,550,7496.48,-87.48,6.07,52.8368,997,0,1,0
GEO_01,GEO,3106.78,35786,-794.48,-103.45,6.78,47.687,969,0,3,0
GEO_01,GEO,3102.4,35786,-314.33,-105.35,2.4,9.2384,1044,0,3,0
MEO_01,MEO,3902.51,8000,4169.59,-93.64,2.51,72.0399,1044,0,2,0
LEO_01,LEO,7798.4,550,39698.12,-86.28,1.6,54.1692,1040,1,1,0
MEO_01,MEO,3899.12,8000,1285.19,-95.31,0.88,47.0921,961,0,2,0
HAPS_01,HAPS,16.89,20,261.32,-67.11,1.89,33.1796,996,0,0,0
LEO_01,LEO,7800.81,550,27699.96,-87.92,0.81,47.6503,1014,0,1,0
GEO_01,GEO,3102.91,35786,-876.67,-103.55,2.91,14.5202,979,0,3,0
GEO_01,GEO,3101.52,35786,265.26,-107.53,1.52,28.5122,989,0,3,0
MEO_01,MEO,3890.73,8000,5993.0,-96.64,9.27,55.7698,985,0,2,0
GEO_01,GEO,826.81,35786,-959.27,-106.36,2273.19,89.756,1034,2,3,1
MEO_01,MEO,3907.44,8000,4192.46,-93.53,7.44,50.8411,1042,0,2,0
LEO_01,LEO,7796.01,550,35369.78,-83.87,3.99,32.2594,1006,0,1,0
MEO_01,MEO,3905.51,8000,5028.74,-97.01,5.51,35.4799,966,0,2,0
LEO_01,LEO,7793.81,550,13200.4,-84.94,6.19,44.3274,998,0,1,0
MEO_01,MEO,3892.29,8000,566.73,-93.31,7.71,34.8597,1048,0,2,0
GEO_01,GEO,3095.45,35786,532.95,-107.75,4.55,65.6325,976,2,3,0
GEO_01,GEO,3102.27,35786,-418.83,-107.23,2.27,46.5955,1000,1,3,0
LEO_01,LEO,7804.92,550,-982.46,-84.76,4.92,30.4419,1026,0,1,0
MEO_01,MEO,3890.05,8000,-472.59,-94.63,9.95,31.8399,0,2,2,1
LEO_01,LEO,7807.84,550,-46901.72,-86.81,7.84,14.6726,0,2,1,1
HAPS_01,HAPS,9.8,20,-392.97,-62.45,5.2,4696.393,955,2,0,1
HAPS_01,HAPS,19.02,20,66.07,-65.2,4.02,40.3001,1047,0,0,0
MEO_01,MEO,3892.9,8000,-2294.1,-93.75,7.1,12.3469,1008,0,2,0
MEO_01,MEO,3908.72,8000,6119.61,-97.54,8.72,6513.3416,1035,2,2,1
LEO_01,LEO,7799.74,550,22920.17,-83.0,0.26,51.0017,987,0,1,0
LEO_01,LEO,7808.0,550,-49984.33,-87.8,8.0,71.5612,954,0,1,0
HAPS_01,HAPS,2.53,20,-422.22,-65.66,12.47,98.817,959,2,0,1
HAPS_01,HAPS,8.47,20,424.55,-64.74,6.53,63.6094,0,2,0,1
HAPS_01,HAPS,16.15,20,326.65,-66.0,1.15,52.7363,1007,0,0,0
GEO_01,GEO,3094.04,35786,-488.3,-106.1,5.96,51.9559,986,0,3,0
MEO_01,MEO,3909.82,8000,4497.28,-92.15,9.82,18.2056,979,0,2,0
GEO_01,GEO,3098.08,35786,150.52,-102.55,1.92,21.6401,1015,0,3,0
MEO_01,MEO,3891.51,8000,4299.55,-97.33,8.49,10.7265,973,0,2,0
MEO_01,MEO,3897.19,8000,-3878.75,-94.82,2.81,32.2653,991,0,2,0
HAPS_01,HAPS,21.03,20,34.38,-65.35,6.03,41.7636,1004,0,0,0
LEO_01,LEO,7798.96,550,33270.46,-82.13,1.04,54.0851,977,0,1,0
MEO_01,MEO,3893.78,8000,8685.64,-94.86,6.22,67.98,983,0,2,0
MEO_01,MEO,3903.33,8000,-1588.88,-96.05,3.33,55.6584,995,0,2,0
MEO_01,MEO,3890.57,8000,2819.93,-93.56,9.43,50.2584,966,0,2,0
LEO_01,LEO,7.59,550,-6302.45,-84.62,7792.41,110.2712,987,2,1,1
GEO_01,GEO,3103.87,35786,-952.24,-104.17,3.87,23.0701,983,0,3,0
HAPS_01,HAPS,1.71,20,-49.4,-67.1,13.29,40.5849,985,2,0,1
LEO_01,LEO,7799.31,550,-12732.47,-87.33,0.69,55.1673,962,0,1,0
MEO_01,MEO,3903.86,8000,4870.01,-96.18,3.86,72.6684,1011,0,2,0
GEO_01,GEO,3108.84,35786,-903.89,-103.51,8.84,40.8487,968,0,3,0
LEO_01,LEO,17.92,550,-31197.39,-83.38,7782.08,78.4906,993,2,1,1
GEO_01,GEO,3097.64,35786,354.24,-107.01,2.36,21.7174,955,0,3,0
GEO_01,GEO,3097.89,35786,421.02,-105.66,2.11,14.1881,1028,0,3,0
HAPS_01,HAPS,15.83,20,-395.62,-65.92,0.83,50.116,960,0,0,0
HAPS_01,HAPS,13.61,20,-255.8,-65.53,1.39,46.313,1028,0,0,0
GEO_01,GEO,3103.09,35786,629.12,-105.37,3.09,53.957,956,0,3,0
LEO_01,LEO,7798.67,550,28820.23,-84.92,1.33,51.4567,988,0,1,0
GEO_01,GEO,3101.63,35786,-157.87,-103.54,1.63,22.8025,985,0,3,0
GEO_01,GEO,3105.24,35786,-595.53,-103.34,5.24,30.55,998,0,3,0
HAPS_01,HAPS,6.27,20,-53.79,-64.17,8.73,12.6133,987,0,0,0
LEO_01,LEO,7799.74,550,-20972.04,-83.36,0.26,45.2975,1040,0,1,0
GEO_01,GEO,3108.2,35786,321.75,-106.78,8.2,51.4901,1034,0,3,0
GEO_01,GEO,3093.43,35786,35.03,-103.68,6.57,52.6592,971,0,3,0
HAPS_01,HAPS,27.01,20,107.84,-66.47,12.01,4554.35,977,2,0,1
LEO_01,LEO,7793.08,550,-27890.08,-83.13,6.92,51.8278,997,0,1,0
LEO_01,LEO,7798.96,550,35890.05,-82.31,1.04,34.6111,972,1,1,0
GEO_01,GEO,3104.68,35786,4.88,-106.24,4.68,53.9599,1011,0,3,0
HAPS_01,HAPS,13.71,20,-376.03,-65.89,1.29,24.1628,961,0,0,0
LEO_01,LEO,7807.4,550,5437.64,-83.28,7.4,44.7753,987,0,1,0
GEO_01,GEO,3091.74,35786,82.65,-102.54,8.26,45.6805,1009,0,3,0
HAPS_01,HAPS,1.76,20,89.51,-65.01,13.24,72.4652,985,2,0,1
GEO_01,GEO,3109.16,35786,76.99,-105.36,9.16,58.3429,1001,0,3,0
GEO_01,GEO,3107.65,35786,-795.74,-102.85,7.65,57.8822,985,0,3,0
HAPS_01,HAPS,22.99,20,-388.71,-65.34,7.99,63.6743,950,0,0,0
MEO_01,MEO,3894.19,8000,5358.14,-93.16,5.81,21.9419,960,0,2,0
LEO_01,LEO,7791.02,550,40086.16,-87.92,8.98,54.2014,970,0,1,0
MEO_01,MEO,3907.26,8000,-4132.07,-92.22,7.26,32.4574,1002,0,2,0
HAPS_01,HAPS,23.38,20,205.05,-65.39,8.38,31.7641,1013,0,0,0
LEO_01,LEO,7800.82,550,-12867.12,-85.71,0.82,56.383,1032,0,1,0
HAPS_01,HAPS,19.31,20,-453.66,-67.4,4.31,39.8651,0,2,0,1
GEO_01,GEO,3091.89,35786,-216.36,-106.15,8.11,38.9668,952,0,3,0
MEO_01,MEO,3890.89,8000,-6240.61,-94.6,9.11,31.5626,0,2,2,1
MEO_01,MEO,3909.76,8000,-5473.53,-97.79,9.76,16.6218,986,0,2,0
LEO_01,LEO,7809.71,550,40643.34,-86.34,9.71,33.8708,996,0,1,0
GEO_01,GEO,3109.25,35786,-541.31,-102.81,9.25,52.1146,1030,0,3,0
HAPS_01,HAPS,7.72,20,-21.18,-66.64,7.28,66.4775,989,0,0,0
HAPS_01,HAPS,21.14,20,59.03,-62.86,6.14,34.2445,966,1,0,0
LEO_01,LEO,7805.28,550,-19041.37,-85.7,5.28,58.8155,1001,0,1,0
LEO_01,LEO,7791.97,550,12707.51,-87.94,8.03,57.0498,1009,0,1,0
LEO_01,LEO,7809.15,550,-41598.23,-89.63,9.15,6427.5849,988,2,1,1
GEO_01,GEO,3109.1,35786,-273.28,-107.28,9.1,34.6357,958,0,3,0
GEO_01,GEO,3094.63,35786,654.39,-106.23,5.37,22.7568,957,0,3,0
HAPS_01,HAPS,4.42,20,-44.35,-63.7,10.58,57.6121,1043,2,0,1
HAPS_01,HAPS,21.17,20,22.73,-67.85,6.17,33.2197,1046,0,0,0
MEO_01,MEO,3908.01,8000,-5987.34,-93.46,8.01,64.3431,1040,0,2,0
GEO_01,GEO,3102.19,35786,925.39,-103.9,2.19,62.9504,971,0,3,0
GEO_01,GEO,3108.88,35786,150.81,-104.87,8.88,49.1578,962,0,3,0
MEO_01,MEO,3891.48,8000,8597.01,-94.13,8.52,45.0173,1012,0,2,0
MEO_01,MEO,3892.81,8000,-2558.89,-93.7,7.19,54.6622,1037,0,2,0
HAPS_01,HAPS,21.89,20,-230.56,-65.84,6.89,22.6501,1029,0,0,0
LEO_01,LEO,15.76,550,14258.0,-82.6,7784.24,68.0273,996,2,1,1
HAPS_01,HAPS,23.48,20,143.22,-62.81,8.48,42.782,0,2,0,1
GEO_01,GEO,3095.54,35786,239.83,-105.57,4.46,54.9961,1032,0,3,0
LEO_01,LEO,7801.93,550,-27586.26,-82.82,1.93,17.7684,1017,2,1,0
LEO_01,LEO,7796.05,550,-33439.9,-87.42,3.95,30.0095,959,0,1,0
LEO_01,LEO,7794.58,550,-7319.86,-84.65,5.42,53.839,1015,0,1,0
GEO_01,GEO,3105.0,35786,269.84,-107.82,5.0,58.8197,984,0,3,0
GEO_01,GEO,3108.63,35786,346.29,-105.84,8.63,30.3116,1040,0,3,0
MEO_01,MEO,3907.02,8000,-2360.74,-93.02,7.02,53.0516,963,0,2,0
MEO_01,MEO,3902.46,8000,6563.18,-93.78,2.46,33.0281,980,0,2,0
LEO_01,LEO,7803.25,550,11392.32,-83.67,3.25,51.5727,997,0,1,0
GEO_01,GEO,3104.04,35786,232.55,-104.07,4.04,47.9411,976,0,3,0
LEO_01,LEO,7800.71,550,-12687.56,-86.81,0.71,42.023,989,0,1,0
MEO_01,MEO,3905.99,8000,8591.41,-97.5,5.99,36.7732,1048,0,2,0
HAPS_01,HAPS,5.11,20,302.51,-65.74,9.89,5162.2555,971,2,0,1
MEO_01,MEO,7540.23,8000,-5079.89,-92.17,3640.23,55.9645,984,2,2,1
LEO_01,LEO,7796.93,550,2054.29,-84.3,3.07,28.5409,1016,0,1,0
LEO_01,LEO,7797.1,550,25476.66,-87.52,2.9,31.0651,1012,0,1,0
LEO_01,LEO,7790.86,550,-13966.35,-86.99,9.14,62.7128,1038,0,1,0
MEO_01,MEO,3892.83,8000,-4252.7,-95.52,7.17,53.7037,1008,0,2,0
LEO_01,LEO,7802.17,550,-47496.04,-85.35,2.17,42.1443,0,2,1,1
GEO_01,GEO,3093.99,35786,-335.23,-104.92,6.01,51.3683,992,0,3,0
MEO_01,MEO,3898.68,8000,-6699.19,-95.7,1.32,34.1269,1023,0,2,0
LEO_01,LEO,7794.01,550,32758.8,-85.76,5.99,44.8496,953,0,1,0
MEO_01,MEO,3908.34,8000,8031.11,-95.43,8.34,46.3451,992,0,2,0
MEO_01,MEO,3890.49,8000,-3464.94,-95.08,9.51,38.7948,1020,0,2,0
HAPS_01,HAPS,7.39,20,-355.55,-64.67,7.61,33.6206,957,0,0,0
GEO_01,GEO,3096.88,35786,-860.49,-104.75,3.12,49.0069,1038,2,3,0
GEO_01,GEO,3095.19,35786,-650.24,-103.64,4.81,27.3684,970,0,3,0
MEO_01,MEO,3892.44,8000,7500.53,-97.5,7.56,40.2595,1031,0,2,0
HAPS_01,HAPS,15.59,20,-225.26,-62.14,0.59,38.2461,972,0,0,0
HAPS_01,HAPS,2.34,20,13.58,-63.92,12.66,121.7031,967,2,0,1
GEO_01,GEO,3104.11,35786,378.57,-105.07,4.11,43.5239,1025,0,3,0
MEO_01,MEO,3909.84,8000,2077.61,-97.94,9.84,59.4089,988,0,2,0
GEO_01,GEO,430.27,35786,-726.41,-105.66,2669.73,87.5067,1040,2,3,1
MEO_01,MEO,3885.43,8000,7147.99,-90.75,14.57,6579.7656,1017,2,2,1
LEO_01,LEO,7809.67,550,40256.5,-83.43,9.67,30.9634,972,0,1,0
HAPS_01,HAPS,18.96,20,-448.06,-67.85,3.96,35.4669,987,0,0,0
MEO_01,MEO,3904.27,8000,-1059.94,-96.96,4.27,30.8324,1019,0,2,0
LEO_01,LEO,7801.28,550,43466.74,-85.52,1.28,37.1182,1030,0,1,0
MEO_01,MEO,3891.38,8000,-8664.37,-94.24,8.62,62.5943,1024,0,2,0
GEO_01,GEO,3105.66,35786,-113.25,-105.59,5.66,22.2086,950,1,3,0
HAPS_01,HAPS,14.71,20,313.0,-64.12,0.29,37.4525,972,0,0,0
MEO_01,MEO,3896.61,8000,5411.23,-92.85,3.39,37.7596,996,0,2,0
GEO_01,GEO,3099.44,35786,454.95,-102.76,0.56,21.2783,994,0,3,0
GEO_01,GEO,3108.4,35786,261.14,-102.27,8.4,47.9487,1048,0,3,0
HAPS_01,HAPS,17.35,20,-158.08,-63.59,2.35,51.7271,965,1,0,0
LEO_01,LEO,7790.0,550,29016.34,-86.05,10.0,21.8249,962,0,1,0
MEO_01,MEO,3913.24,8000,-6963.56,-96.53,13.24,6728.9472,960,2,2,1
MEO_01,MEO,3905.79,8000,1437.04,-96.93,5.79,55.0509,1002,0,2,0
HAPS_01,HAPS,8.9,20,-162.59,-63.86,6.1,16.595,958,0,0,0
LEO_01,LEO,7801.38,550,25386.02,-87.46,1.38,5916.8931,1034,2,1,1
HAPS_01,HAPS,9.32,20,417.38,-64.58,5.68,36.373,1046,0,0,0
GEO_01,GEO,3104.52,35786,-266.86,-107.43,4.52,63.4049,997,0,3,0
LEO_01,LEO,7805.0,550,41696.51,-86.81,5.0,33.7251,0,2,1,1
MEO_01,MEO,3906.09,8000,-3157.28,-97.32,6.09,17.4163,1031,0,2,0
LEO_01,LEO,7803.41,550,4647.58,-83.53,3.41,22.6857,995,0,1,0
HAPS_01,HAPS,16.64,20,-460.33,-67.31,1.64,19.9663,992,0,0,0
HAPS_01,HAPS,24.74,20,-44.15,-65.65,9.74,15.4245,1023,0,0,0
LEO_01,LEO,7794.11,550,33450.95,-84.6,5.89,22.6577,1021,0,1,0
GEO_01,GEO,3096.31,35786,511.14,-107.0,3.69,55.1312,0,2,3,1
LEO_01,LEO,7802.16,550,-44748.64,-86.39,2.16,13.1618,1048,1,1,0
LEO_01,LEO,7809.84,550,6915.81,-82.09,9.84,31.4931,0,2,1,1
HAPS_01,HAPS,12.12,20,401.63,-63.51,2.88,49.1399,984,0,0,0
LEO_01,LEO,7791.25,550,30821.97,-82.91,8.75,15.5215,0,2,1,1
LEO_01,LEO,7806.83,550,-5933.25,-83.78,6.83,54.8632,986,0,1,0
MEO_01,MEO,3894.0,8000,-2928.69,-96.21,6.0,48.8835,1028,1,2,0
LEO_01,LEO,7793.54,550,19454.92,-85.63,6.46,35.4247,1042,0,1,0
GEO_01,GEO,3104.12,35786,-376.43,-102.36,4.12,40.5078,1036,0,3,0
MEO_01,MEO,3906.1,8000,1005.2,-93.45,6.1,48.0029,1025,0,2,0
LEO_01,LEO,7804.72,550,9272.98,-82.83,4.72,40.2442,1044,1,1,0
HAPS_01,HAPS,12.97,20,-237.72,-63.01,2.03,56.4446,996,0,0,0
MEO_01,MEO,3896.31,8000,-2023.72,-94.89,3.69,53.6655,1006,0,2,0
GEO_01,GEO,3093.15,35786,611.87,-104.51,6.85,46.2399,1045,0,3,0
GEO_01,GEO,3096.18,35786,909.76,-102.02,3.82,29.9353,1026,0,3,0
GEO_01,GEO,3104.46,35786,-910.09,-106.17,4.46,33.873,959,0,3,0
MEO_01,MEO,3909.14,8000,-8672.87,-92.29,9.14,76.1296,1000,1,2,0
MEO_01,MEO,7808.74,8000,1258.63,-92.53,3908.74,44.3406,989,2,2,1
LEO_01,LEO,7800.0,550,-2943.23,-86.4,0.0,45.6399,1043,0,1,0
MEO_01,MEO,3895.95,8000,6161.6,-94.69,4.05,51.2644,966,0,2,0
LEO_01,LEO,7799.06,550,-21944.56,-86.02,0.94,57.1592,972,0,1,0
LEO_01,LEO,7792.62,550,-24986.92,-83.21,7.38,54.0021,1043,0,1,0
HAPS_01,HAPS,25.0,20,320.76,-66.57,10.0,56.6154,964,0,0,0
GEO_01,GEO,3097.38,35786,-790.36,-102.07,2.62,47.727,0,2,3,1
MEO_01,MEO,3894.51,8000,-2724.76,-96.87,5.49,26.3468,959,0,2,0
GEO_01,GEO,3094.88,35786,-901.66,-106.16,5.12,15.6001,952,0,3,0
MEO_01,MEO,3893.0,8000,-4728.42,-96.55,7.0,54.7258,1010,0,2,0
HAPS_01,HAPS,24.19,20,-289.61,-62.78,9.19,37.5211,998,0,0,0
HAPS_01,HAPS,14.51,20,-305.57,-67.54,0.49,43.311,976,1,0,0
MEO_01,MEO,3902.96,8000,-4662.66,-92.37,2.96,51.6295,958,0,2,0
LEO_01,LEO,7802.18,550,9004.29,-87.2,2.18,42.6746,987,0,1,0
HAPS_01,HAPS,17.95,20,64.18,-63.09,2.95,31.5703,987,0,0,0
GEO_01,GEO,3107.7,35786,-331.81,-107.52,7.7,53.8751,974,0,3,0
LEO_01,LEO,7800.92,550,48820.77,-87.43,0.92,19.362,0,2,1,1
MEO_01,MEO,3895.87,8000,-7923.76,-97.62,4.13,23.94,1021,1,2,0
GEO_01,GEO,3108.13,35786,-905.03,-102.38,8.13,49.0829,1016,0,3,0
LEO_01,LEO,7803.14,550,44029.99,-82.67,3.14,50.2975,1017,1,1,0
HAPS_01,HAPS,2.4,20,43.52,-63.95,12.6,84.5055,1042,2,0,1
MEO_01,MEO,3893.1,8000,2891.14,-95.56,6.9,20.1531,1000,0,2,0
GEO_01,GEO,3104.28,35786,-462.45,-107.64,4.28,24.6259,1040,0,3,0
MEO_01,MEO,8098.66,8000,7975.52,-97.93,4198.66,102.9986,1023,2,2,1
HAPS_01,HAPS,10.01,20,230.03,-66.19,4.99,9.2728,1016,0,0,0
LEO_01,LEO,7792.97,550,1034.2,-83.2,7.03,20.4836,1010,0,1,0
MEO_01,MEO,3901.54,8000,117.15,-97.38,1.54,58.4133,957,0,2,0
MEO_01,MEO,3885.52,8000,7869.07,-93.86,14.48,6852.1203,1010,2,2,1
HAPS_01,HAPS,12.8,20,190.36,-63.5,2.2,38.7319,1035,0,0,0
HAPS_01,HAPS,19.05,20,482.67,-67.1,4.05,5039.9531,1047,2,0,1
MEO_01,MEO,3909.85,8000,1008.96,-97.89,9.85,29.7881,1005,0,2,0
MEO_01,MEO,3903.3,8000,1268.7,-97.82,3.3,37.3954,0,2,2,1
GEO_01,GEO,3094.79,35786,807.22,-103.22,5.21,33.8532,995,0,3,0
HAPS_01,HAPS,12.89,20,-157.61,-62.56,2.11,4997.7096,961,2,0,1
HAPS_01,HAPS,15.34,20,-102.17,-63.59,0.34,53.3827,973,0,0,0
LEO_01,LEO,21.22,550,-42560.85,-83.59,7778.78,94.6304,983,2,1,1
LEO_01,LEO,7790.96,550,-9843.93,-83.57,9.04,52.5302,1043,0,1,0
HAPS_01,HAPS,3.12,20,45.42,-67.85,11.88,31.0282,1003,2,0,1
MEO_01,MEO,3899.52,8000,7344.99,-95.37,0.48,62.648,1017,0,2,0
MEO_01,MEO,3894.91,8000,-2186.45,-94.92,5.09,57.7627,960,1,2,0
LEO_01,LEO,7793.01,550,-45271.42,-85.46,6.99,37.9316,988,0,1,0
GEO_01,GEO,3109.4,35786,825.57,-106.35,9.4,45.3643,1015,0,3,0
MEO_01,MEO,3905.01,8000,1538.62,-92.61,5.01,46.6726,982,0,2,0
HAPS_01,HAPS,7.72,20,-99.34,-64.23,7.28,55.9751,1016,0,0,0
HAPS_01,HAPS,13.7,20,132.75,-67.88,1.3,59.0774,962,0,0,0
HAPS_01,HAPS,5.74,20,313.94,-64.65,9.26,57.1798,1044,0,0,0
MEO_01,MEO,3898.45,8000,-2637.89,-97.68,1.55,44.8946,1048,0,2,0
HAPS_01,HAPS,5.55,20,185.83,-65.89,9.45,22.3915,994,0,0,0
LEO_01,LEO,7797.36,550,43246.57,-82.96,2.64,49.1818,982,0,1,0
LEO_01,LEO,7791.85,550,-5239.24,-84.68,8.15,22.4796,955,0,1,0
MEO_01,MEO,7920.1,8000,3726.95,-96.44,4020.1,48.4249,1031,2,2,1
HAPS_01,HAPS,23.28,20,99.0,-67.01,8.28,39.9925,980,0,0,0
GEO_01,GEO,3102.33,35786,-536.23,-102.84,2.33,48.4137,0,2,3,1
MEO_01,MEO,3908.21,8000,3401.48,-97.59,8.21,55.2163,1036,1,2,0
HAPS_01,HAPS,21.0,20,-458.28,-64.96,6.0,42.902,982,0,0,0
MEO_01,MEO,3900.1,8000,4404.77,-96.53,0.1,56.4757,0,2,2,1
HAPS_01,HAPS,7.22,20,-448.89,-65.82,7.78,39.4034,994,0,0,0
LEO_01,LEO,7792.5,550,-22729.83,-87.46,7.5,23.8696,954,0,1,0
MEO_01,MEO,3897.15,8000,4411.61,-93.43,2.85,50.2422,961,0,2,0
HAPS_01,HAPS,5.43,20,126.55,-67.11,9.57,39.2514,0,2,0,1
GEO_01,GEO,3097.13,35786,381.98,-106.96,2.87,48.1949,977,0,3,0
MEO_01,MEO,3900.03,8000,6534.65,-95.64,0.03,47.6226,1025,0,2,0
MEO_01,MEO,3905.13,8000,-8010.4,-93.35,5.13,72.4383,984,0,2,0
LEO_01,LEO,7793.22,550,38887.46,-84.12,6.78,22.5389,1023,0,1,0
GEO_01,GEO,3096.15,35786,-844.11,-106.51,3.85,18.5688,973,1,3,0
HAPS_01,HAPS,21.69,20,-104.01,-64.22,6.69,33.0046,955,0,0,0
LEO_01,LEO,7804.12,550,4990.7,-87.6,4.12,59.201,1033,0,1,0
LEO_01,LEO,7789.6,550,1662.62,-87.24,10.4,6464.3574,995,2,1,1
HAPS_01,HAPS,9.02,20,-486.73,-66.24,5.98,22.8848,1040,1,0,0
HAPS_01,HAPS,12.23,20,-274.66,-66.43,2.77,34.5775,1049,0,0,0
LEO_01,LEO,7798.49,550,4462.4,-86.28,1.51,38.6329,1028,0,1,0
GEO_01,GEO,3105.69,35786,807.58,-104.54,5.69,30.7375,1018,1,3,0
MEO_01,MEO,3896.53,8000,6315.03,-96.71,3.47,16.8866,1048,0,2,0
MEO_01,MEO,3894.76,8000,-351.15,-92.57,5.24,52.0575,1041,0,2,0
LEO_01,LEO,7801.81,550,34739.78,-82.83,1.81,52.3784,987,0,1,0
HAPS_01,HAPS,16.47,20,-346.83,-63.36,1.47,52.9714,994,0,0,0
HAPS_01,HAPS,3.78,20,-273.21,-61.52,11.22,38.8912,985,2,0,1
LEO_01,LEO,7800.13,550,-16765.23,-82.2,0.13,39.2021,1027,0,1,0
HAPS_01,HAPS,17.33,20,-88.72,-65.02,2.33,59.8091,1006,0,0,0
LEO_01,LEO,7801.27,550,-23275.24,-84.65,1.27,38.7709,1001,0,1,0
GEO_01,GEO,3103.04,35786,616.32,-104.87,3.04,55.3038,980,0,3,0
HAPS_01,HAPS,1.52,20,-397.88,-61.63,13.48,67.2162,1030,2,0,1
MEO_01,MEO,3894.53,8000,-4881.95,-93.57,5.47,41.531,952,0,2,0
LEO_01,LEO,7799.43,550,27680.86,-80.22,0.57,7196.0882,981,2,1,1
GEO_01,GEO,3105.48,35786,-376.03,-107.98,5.48,43.5551,975,0,3,0
GEO_01,GEO,3109.0,35786,797.48,-105.15,9.0,42.9909,972,0,3,0
HAPS_01,HAPS,12.33,20,150.54,-67.78,2.67,27.3391,956,0,0,0
GEO_01,GEO,3109.54,35786,560.44,-105.05,9.54,31.8865,1026,0,3,0
HAPS_01,HAPS,7.05,20,128.55,-65.17,7.95,40.8463,1045,0,0,0
LEO_01,LEO,35.43,550,-13396.43,-88.75,7764.57,25.7027,1032,2,1,1
HAPS_01,HAPS,19.78,20,463.53,-67.55,4.78,14.9639,973,0,0,0
MEO_01,MEO,3907.83,8000,-73.24,-93.9,7.83,36.9434,999,0,2,0
HAPS_01,HAPS,16.48,20,143.45,-67.26,1.48,4937.1876,963,2,0,1
MEO_01,MEO,3902.77,8000,-9032.63,-95.5,2.77,51.314,1035,0,2,0
LEO_01,LEO,7804.4,550,-31168.12,-82.19,4.4,26.1326,1016,0,1,0
LEO_01,LEO,7798.2,550,19170.47,-84.73,1.8,59.6933,1005,0,1,0
LEO_01,LEO,7799.44,550,-8105.07,-84.74,0.56,54.738,1029,0,1,0
HAPS_01,HAPS,13.23,20,-340.23,-62.42,1.77,44.9987,961,0,0,0
GEO_01,GEO,3094.17,35786,924.32,-105.87,5.83,48.8312,0,2,3,1
MEO_01,MEO,3890.51,8000,-1085.61,-97.78,9.49,28.2421,990,0,2,0
LEO_01,LEO,7792.31,550,-21226.07,-87.07,7.69,30.4602,1049,0,1,0
HAPS_01,HAPS,18.13,20,366.47,-62.94,3.13,48.9366,1006,0,0,0
HAPS_01,HAPS,24.73,20,-172.41,-63.22,9.73,40.7335,1024,2,0,0
MEO_01,MEO,3903.24,8000,9318.56,-95.49,3.24,23.9871,1012,0,2,0
LEO_01,LEO,7804.72,550,-2875.37,-86.97,4.72,56.2239,1037,0,1,0
HAPS_01,HAPS,14.49,20,7.11,-66.54,0.51,59.2234,961,1,0,0
MEO_01,MEO,3905.47,8000,-200.02,-94.79,5.47,51.6751,983,0,2,0
LEO_01,LEO,7793.22,550,-42595.89,-84.96,6.78,35.7436,1014,0,1,0
MEO_01,MEO,3905.93,8000,8514.71,-97.84,5.93,51.8237,0,2,2,1
LEO_01,LEO,17.62,550,1890.76,-89.76,7782.38,89.8129,1033,2,1,1
MEO_01,MEO,3909.44,8000,9037.89,-94.07,9.44,24.1767,1023,1,2,0
LEO_01,LEO,7792.67,550,-44400.12,-85.44,7.33,33.7967,953,0,1,0
LEO_01,LEO,7806.73,550,19579.25,-84.14,6.73,46.231,1024,0,1,0
MEO_01,MEO,3891.55,8000,4600.69,-92.16,8.45,41.5429,951,0,2,0
GEO_01,GEO,3114.35,35786,-777.13,-100.64,14.35,5723.186,1002,2,3,1
LEO_01,LEO,7797.7,550,26063.96,-85.45,2.3,34.0129,981,0,1,0
HAPS_01,HAPS,18.63,20,-235.62,-65.73,3.63,39.2099,1001,1,0,0
LEO_01,LEO,7800.54,550,8931.91,-82.01,0.54,55.5799,971,0,1,0
MEO_01,MEO,3907.15,8000,421.49,-96.71,7.15,19.4512,1014,0,2,0
GEO_01,GEO,3105.23,35786,12.12,-107.11,5.23,24.4768,1017,2,3,0
HAPS_01,HAPS,16.55,20,-491.17,-67.41,1.55,4320.5112,1044,2,0,1
MEO_01,MEO,8014.41,8000,-3028.68,-99.04,4114.41,49.1477,1009,2,2,1
